一个人|在家|	:yigeren|zaijia|
手机|彩信|下载|	:shuoji|caixin|xiaz|
手机|彩信|下载|	:shuoji|caixin|xiazai|
手机|彩信|下载|	:shuoji|caixin|xiazhai|
手机|彩信|下载|	:shouji|caixin|xiaz|
手机|彩信|下载|	:shouji|caixin|xiazai|
手机|彩信|下载|	:shouji|caixin|xiazhai|
手机|彩信|图片|	:shuoji|caixin|tuoian|
手机|彩信|图片|	:shuoji|caixin|tupain|
手机|彩信|图片|	:shuoji|caixin|tupian|
手机|彩信|图片|	:shouji|caixin|tuoian|
手机|彩信|图片|	:shouji|caixin|tupain|
手机|彩信|图片|	:shouji|caixin|tupian|
手机|彩铃下载|	:shuoji|cailingxiazai|
手机|彩铃下载|	:shouji|cailingxiazai|
手机|待机|	:shuoji|daiji|
手机|待机|	:shouji|daiji|
手机|待机|图片|	:shuoji|daiji|tuoian|
手机|待机|图片|	:shuoji|daiji|tupain|
手机|待机|图片|	:shuoji|daiji|tupian|
手机|待机|图片|	:shouji|daiji|tuoian|
手机|待机|图片|	:shouji|daiji|tupain|
手机|待机|图片|	:shouji|daiji|tupian|
手机|拍照|	:shuoji|paizhao|
手机|拍照|	:shouji|paizhao|
手机|按键|	:shuoji|anjian|
手机|按键|	:shouji|anjian|
手机|数据线|	:shuoji|shujuxian|
手机|数据线|	:shouji|shujuxian|
手机|点歌|	:shuoji|diange|
手机|点歌|	:shouji|diange|
手机|特效|	:shuoji|texiao|
手机|特效|	:shouji|texiao|
手机|玩家|	:shuoji|wanjia|
手机|玩家|	:shouji|wanjia|
手机|用户|	:shuoji|yonghu|
手机|用户|	:shouji|yonghu|
手机|短信笑话|	:shuoji|duanxinxiaohua|
手机|短信笑话|	:shouji|duanxinxiaohua|
手机|美容|	:shuoji|meirong|
手机|美容|	:shouji|meirong|
手机|耳机|	:shuoji|erji|
手机|耳机|	:shouji|erji|
手机|行情|	:shuoji|hangqing|
手机|行情|	:shouji|hangqing|
手机铃声|免费|	:shoujilingsheng|mianfei|
手机铃声|免费下载|	:shoujilingsheng|mianfeixiazai|
手机|铃声制作|	:shuoji|lingshengzhizuo|
手机|铃声制作|	:shouji|lingshengzhizuo|
手机铃声|图片|	:shoujilingsheng|tuoian|
手机铃声|图片|	:shoujilingsheng|tupain|
手机铃声|图片|	:shoujilingsheng|tupian|
手机铃声|编辑|	:shoujilingsheng|bianji|
手机铃音|下载|	:shoujilingyin|xiaz|
手机铃音|下载|	:shoujilingyin|xiazai|
手机铃音|下载|	:shoujilingyin|xiazhai|
手机|门户|	:shuoji|menhu|
手机|门户|	:shouji|menhu|
扑克|游戏|	:puke|youxi|
扑克|游戏|	:puke|yuoxi|
打印|出来|	:dayin|chulai|
打印|工具|	:dayin|gongju|
打印|服务器|	:dayin|fuwuqi|
打印机|打印|	:dayinji|dayin|
打印机|驱动程序|	:dayinji|qudongchengxu|
打印|质量|	:dayin|zhiliang|
打印|速度|	:dayin|sudu|
打开|下载|	:dakai|xiaz|
打开|下载|	:dakai|xiazai|
打开|下载|	:dakai|xiazhai|
打开|注册表|	:dakai|zhucebiao|
打开|浏览器|	:dakai|liulanqi|
打折|机票查询|	:dazhe|jipiaochaxun|
打折|飞机票|	:dazhe|feijipiao|
托普|软件|	:tuopu|ruanjian|
托普|软件园|	:tuopu|ruanjianyuan|
托普|集团|	:tuopu|jituan|
执行|时间|	:zhixing|shjian|
执行|时间|	:zhixing|shijian|
执行|死刑|	:zhixing|sixing|
扫描|工具|	:saomiao|gongju|
扬州|博物馆|	:yangzhou|bowuguan|
扶摇|万里|	:fuyao|wanli|
批发|价格|	:pifa|jiage|
批发|市场|	:pifa|shichang|
批发|网站|	:pifa|wangzhan|
批处理|文件|	:pichuli|wenjian|
批量|转换|	:piliang|zhuanhuan|
找不到|工作|	:zhaobudao|gongzuo|
找不到|服务器|	:zhaobudao|fuwuqi|
承德市|公安局|	:chengdeshi|gonganju|
承德市|工商局|	:chengdeshi|gongshangju|
承德|避暑山庄|	:chengde|bishushanzhuang|
技巧|运动|	:jiqiao|yundong|
技术|交流|	:jishu|jiaoliu|
技术|人才|	:jishu|rencai|
技术|创新|	:jishu|chuangxin|
技术|参数|	:jishu|canshu|
技术|发展|	:jishu|fazhan|
技术|发展|有限公司|	:jishu|fazhan|youxiangongsi|
技术|发展|趋势|	:jishu|fazhan|qushi|
技术|培训|	:jishu|peixun|
技术|学校|	:jishu|xuexiao|
技术|学院|	:jishu|xueyuan|
技术|工人|	:jishu|gongren|
技术|开发|	:jishu|kaifa|
技术|开发区|	:jishu|kaifaqu|
技术|开发|有限公司|	:jishu|kaifa|youxiangongsi|
技术|成果|	:jishu|chengguo|
技术|指标|	:jishu|zhibiao|
技术|推广|	:jishu|tuiguang|
技术|文章|	:jishu|wenzhang|
技术|有限公司|	:jishu|youxiangongsi|
技术|服务|	:jishu|fuwu|
技术|标准|	:jishu|biaozhun|
技术|研究|	:jishu|yanjiu|
技术|科学|	:jishu|kexue|
技术|移民|	:jishu|yimin|
技术|职称|	:jishu|zhicheng|
技术|装备|	:jishu|zhuangbei|
技术|规范|	:jishu|guifan|
技术|讲座|	:jishu|jiangzuo|
技术|论坛|	:jishu|luntan|
技术|资料|	:jishu|ziliao|
技术|转让|	:jishu|zhuanrang|
技术|进步|	:jishu|jinbu|
技术|部长|	:jishu|buzhang|
技术|革命|	:jishu|geming|
技能|培训|	:jineng|peixun|
技能|考核|	:jineng|kaohe|
技能|训练|	:jineng|xunlian|
投影机|灯泡|	:touyingji|dengpao|
投影机|租赁|	:touyingji|zulin|
投影机|维修|	:touyingji|weixiu|
投影|设备|	:touying|shebei|
投标|文件|	:toubiao|wenjian|
投票|系统|	:toupiao|xitong|
投票|结果|	:toupiao|jieguo|
投诉|处理|	:tousu|chuli|
投诉|电话|	:tousu|dianhua|
投资|中国|	:touzi|zhongguo|
投资|决策|	:touzi|juece|
投资|分析|	:touzi|fenxi|
投资|创业|	:touzi|chuangye|
投资|发展|有限公司|	:touzi|fazhan|youxiangongsi|
投资|基金|	:touzi|jijn|
投资|基金|	:touzi|jijin|
投资|方向|	:touzi|fangxiang|
投资|有限公司|	:touzi|youxiangongsi|
投资|服务|	:touzi|fuwu|
投资|机会|	:touzi|jihui|
投资|热点|	:touzi|redian|
投资|移民|	:touzi|yimin|
投资|策略|	:touzi|celue|
投资|组合|	:touzi|zuhe|
投资|赚钱|	:touzi|zhuanqian|
投资|部长|	:touzi|buzhang|
投资|银行业|	:touzi|yinhangye|
投资|项目|	:touzi|xiangmu|
抗战|胜利|	:kangzhan|shengli|
抗日|红军|大学|	:kangri|hongjun|daxue|
抗美援朝|战争|	:kangmeiyuanchao|zhanzheng|
折合|人民币|	:zhehe|renminbi|
抚顺|六中|	:fushun|liuzhong|
抚顺|石油化工|公司|	:fushun|shiyouhuagong|gongsi|
抢劫|杀人|	:qiangjie|sharen|
护士|学校|	:hushi|xuexiao|
护肤|化妆品|	:hufu|huazhuangpin|
报关员|考试|	:baoguanyuan|kaoshi|
报刊|杂志|	:baokan|zazhi|
报名|参加|	:baoming|canjia|
报名|地点|	:baoming|didian|
报名|工作|	:baoming|gongzuo|
报名|时间|	:baoming|shjian|
报名|时间|	:baoming|shijian|
报纸|广告|	:baozhi|guanggao|
报纸|杂志|	:baozhi|zazhi|
报考|公务员|	:baokao|gongwuyuan|
披头士|乐队|	:pitoushi|yuedui|
抽奖|活动|	:choujiang|huodong|
抽象|劳动|	:chouxiang|laodong|
抽象|思维|	:chouxiang|siwei|
拆迁|工作|	:chaiqian|gongzuo|
拉罗|谢尔|	:laluo|xieer|
拉脱维亚|共和国|	:latuoweiya|gongheguo|
拉脱维亚|大学|	:latuoweiya|daxue|
拉萨|中学|	:lasa|zhongxue|
拉萨|北京|中学|	:lasa|beijing|zhongxue|
拉萨|啤酒|	:lasa|pijiu|
拉萨|机场|	:lasa|jichang|
拍卖|公司|	:paimai|gongsi|
拍卖|有限公司|	:paimai|youxiangongsi|
拍卖|网站|	:paimai|wangzhan|
拍摄|功能|	:paishe|gongneng|
拍摄|效果|	:paishe|xiaoguo|
拍摄|现场|	:paishe|xianchang|
拍摄|花絮|	:paishe|huaxu|
拍摄|过程|	:paishe|guocheng|
拍照|手机|	:paizhao|shuoji|
拍照|手机|	:paizhao|shouji|
拒绝|服务|	:jujue|fuwu|
拓展|市场|	:tuozhan|shichang|
招商引资|工作|	:zhaoshangyinzi|gongzuo|
招商银行|北京分行|	:zhaoshangyihang|beijingfenhang|
招商银行|北京分行|	:zhaoshangyinghang|beijingfenhang|
招商银行|北京分行|	:zhshyh|beijingfenhang|
招商银行|北京分行|	:zhaoshangyinhang|beijingfenhang|
招商|项目|	:zhaoshang|xiangmu|
招标|代理|	:zhaobiao|daili|
招标|信息|	:zhaobiao|xinxi|
招标|公告|	:zhaobiao|gonggao|
招标|投标|	:zhaobiao|toubiao|
招标|文件|	:zhaobiao|wenjian|
招标|采购|	:zhaobiao|caigou|
招生|专业|	:zhaosheng|zhuanye|
招生|培训|	:zhaosheng|peixun|
招生|工作|	:zhaosheng|gongzuo|
招生|录取|	:zhaosheng|luqu|
招生|计划|	:zhaosheng|jihua|
招考|公务员|	:zhaokao|gongwuyuan|
招聘|兼职|	:zhaopin|jianzhi|
招聘|单位|	:zhaopin|danwei|
招聘|职位|	:zhaopin|zhiwei|
拜耳|公司|	:baier|gongsi|
拱北|海关|	:gongbei|haiguan|
拳头|产品|	:quantou|chanpin|
拼音|输入|	:pingying|shuru|
拼音|输入|	:pinyin|shuru|
挂机|外挂|	:guaji|waigua|
挂牌|上市|	:guapai|shangshi|
按揭|贷款|	:anjie|daikuan|
按摩|床|	:anmo|chuang|
按钮|图标|	:anniu|tubiao|
按钮|开关|	:anniu|kaiguan|
挑战|自我|	:tiaozhan|ziwo|
挪威|克朗|	:nuowei|kelang|
挪威|女足|	:nuowei|nvzu|
捧腹|大笑|	:pengf|daxiao|
捧腹|大笑|	:pengfu|daxiao|
捷克|克朗|	:jieke|kelang|
捷克|共和国|	:jieke|gongheguo|
捷克|国防部|	:jieke|guofangbu|
捷克|斯洛伐克|	:jieke|siluofake|
捷克|斯洛伐克|共和国|	:jieke|siluofake|gongheguo|
排名|第二|	:paiming|dier|
排水|工程|	:paishui|gongcheng|
排水|系统|	:paishui|xitong|
排骨|面|	:paigu|mian|
掠影|浮光|	:lueying|fuguang|
接力|赛跑|	:jieli|saipao|
接触|面|	:jiechu|mian|
控制|工程|	:kongzhi|gongcheng|
控制|数字|	:kongzhi|shuzi|
控制|系统|	:kongzhi|xitong|
控制|设备|	:kongzhi|shebei|
推广|活动|	:tuiguang|huodong|
推荐|产品|	:tuijian|chanpin|
推荐|指数|	:tuijian|zhishu|
推荐|文章|	:tuijian|wenzhang|
推荐|级别|	:tuijian|jibie|
推销|产品|	:tuixiao|chanpin|
推销|自己|	:tuixiao|ziji|
提供|免费|	:tigong|mianfei|
提供|各种|	:tigong|gezhong|
提供|新闻|	:tigong|xingwen|
提供|新闻|	:tigong|xinwe|
提供|新闻|	:tigong|xinweng|
提供|新闻|	:tigong|xiwen|
提供|新闻|	:tigong|xinwen|
提供|最新|	:tigong|zuix|
提供|最新|	:tigong|zuixin|
提示|信息|	:tishi|xinxi|
提高|产品|质量|	:tigao|chanpin|zhiliang|
提高|党员|	:tigao|dangyuan|
提高|农民|	:tigao|nongmin|
提高|员工|	:tigao|yuangong|
提高|学生|	:tigao|xuesheng|
提高|工作|效率|	:tigao|gongzuo|xiaolv|
提高|效率|	:tigao|xiaolv|
提高|教学|质量|	:tigao|jiaoxue|zhiliang|
提高|教师|	:tigao|jiaoshi|
提高|教育|教学|	:tigao|jiaoyu|jiaoxue|
提高|服务|质量|	:tigao|fuwu|zhiliang|
提高|生产|效率|	:tigao|shengchan|xiaolv|
提高|自己|	:tigao|ziji|
提高|英语|	:tigao|yengyu|
提高|英语|	:tigao|yingyu|
提高|课堂|教学|	:tigao|ketang|jiaoxue|
插入|图片|	:charu|tuoian|
插入|图片|	:charu|tupain|
插入|图片|	:charu|tupian|
搜狐|健康|	:soohu|jiankang|
搜狐|健康|	:souhu|jiankang|
搜狐|公司|	:soohu|gongsi|
搜狐|公司|	:souhu|gongsi|
搜狐|女人|	:soohu|nuren|
搜狐|女人|	:soohu|nren|
搜狐|女人|	:soohu|nvren|
搜狐|女人|	:souhu|nuren|
搜狐|女人|	:souhu|nren|
搜狐|女人|	:souhu|nvren|
搜狐|数码|	:soohu|shuma|
搜狐|数码|	:souhu|shuma|
搜狐|短信|	:soohu|duanxin|
搜狐|短信|	:souhu|duanxin|
搜狐|网站|	:soohu|wangzhan|
搜狐|网站|	:souhu|wangzhan|
搜狗|搜索引擎|	:sogou|sousuoyinqing|
搜狗|搜索引擎|	:soogou|sousuoyinqing|
搜狗|搜索引擎|	:soug|sousuoyinqing|
搜狗|搜索引擎|	:sougou|sousuoyinqing|
搜索|关键字|	:shousuo|guanjianzi|
搜索|关键字|	:sosuo|guanjianzi|
搜索|关键字|	:sousuo|guanjianzi|
搜索|关键词|	:shousuo|guanjianci|
搜索|关键词|	:sosuo|guanjianci|
搜索|关键词|	:sousuo|guanjianci|
搜索|功能|	:shousuo|gongneng|
搜索|功能|	:sosuo|gongneng|
搜索|功能|	:sousuo|gongneng|
搜索|小游戏|	:shousuo|xizoyouxi|
搜索|小游戏|	:shousuo|xiaoyxi|
搜索|小游戏|	:shousuo|xiayouxi|
搜索|小游戏|	:shousuo|xiaoyouxi|
搜索|小游戏|	:sosuo|xizoyouxi|
搜索|小游戏|	:sosuo|xiaoyxi|
搜索|小游戏|	:sosuo|xiayouxi|
搜索|小游戏|	:sosuo|xiaoyouxi|
搜索|小游戏|	:sousuo|xizoyouxi|
搜索|小游戏|	:sousuo|xiaoyxi|
搜索|小游戏|	:sousuo|xiayouxi|
搜索|小游戏|	:sousuo|xiaoyouxi|
搜索引擎|优化|	:sousuoyinqing|youhua|
搜索引擎|排名|	:sousuoyinqing|paiming|
搜索|排名|	:shousuo|paiming|
搜索|排名|	:sosuo|paiming|
搜索|排名|	:sousuo|paiming|
搜索|结果|	:shousuo|jieguo|
搜索|结果|	:sosuo|jieguo|
搜索|结果|	:sousuo|jieguo|
搜索|网站|	:shousuo|wangzhan|
搜索|网站|	:sosuo|wangzhan|
搜索|网站|	:sousuo|wangzhan|
搪瓷|制品|	:tangci|zhipin|
摄像机|电池|	:shexiangji|dianchi|
摄影|作品|	:sheying|zuopin|
摄影|图片|	:sheying|tuoian|
摄影|图片|	:sheying|tupain|
摄影|图片|	:sheying|tupian|
摄影|大赛|	:sheying|dasai|
摄影|技巧|	:sheying|jiqiao|
摄影|技术|	:sheying|jishu|
摄影|比赛|	:sheying|bisai|
摄影|照片|	:sheying|zhaopian|
摄影|网站|	:sheying|wangzhan|
摄影|艺术|	:sheying|yishu|
摄影|记者|	:sheying|jizhe|
摇头|叹息|	:yaotou|tanxi|
摇滚|歌手|	:yaogun|geshou|
摇滚|歌曲|	:yaogun|gequ|
摇滚|音乐|	:yaogun|yenyue|
摇滚|音乐|	:yaogun|yinyue|
摩托罗拉|公司|	:muotuoluola|gongsi|
摩托罗拉|公司|	:motuoluola|gongsi|
摩托罗拉|对讲机|	:muotuoluola|duijiangji|
摩托罗拉|对讲机|	:motuoluola|duijiangji|
摩托罗拉|手机|	:muotuoluola|shuoji|
摩托罗拉|手机|	:muotuoluola|shouji|
摩托罗拉|手机|	:motuoluola|shuoji|
摩托罗拉|手机|	:motuoluola|shouji|
摩托车|市场|	:motuoche|shichang|
摩托车|销售|	:motuoche|xiaoshou|
撒哈拉|沙漠|	:sahara|shamo|
撒哈拉|沙漠|	:sahala|shamo|
播放|地址|	:bofang|dizhi|
播放|工具|	:bofang|gongju|
播放|按钮|	:bofang|anniu|
播放|时间|	:bofang|shjian|
播放|时间|	:bofang|shijian|
播放|格式|	:bofang|geshi|
播放|歌曲|	:bofang|gequ|
播放|程序|	:bofang|chengxu|
播放|速度|	:bofang|sudu|
操作|平台|	:caozuo|pingtai|
操作|技巧|	:caozuo|jiqiao|
操作|技能|	:caozuo|jineng|
操作|方法|	:caozuo|fangfa|
操作|流程|	:caozuo|liucheng|
操作|界面|	:caozuo|jiemian|
操作|规范|	:caozuo|guifan|
操作|过程|	:caozuo|guocheng|
攀枝花|钢铁|公司|	:panzhihua|gangtie|gongsi|
支票|打印机|	:zhipiao|dayinji|
支票|打印|软件|	:zhipiao|dayin|ruanjian|
改变|命运|	:gaibian|mingyun|
改革|出版社|	:gaige|chubanshe|
改革|创新|	:gaige|chuangxin|
改革|发展|	:gaige|fazhan|
改革|方案|	:gaige|fangan|
放射性|元素|	:fangshexing|yuansu|
放射性|同位素|	:fangshexing|tongweisu|
政治|人物|	:zhengzhi|renwu|
政治|制度|	:zhengzhi|zhidu|
政治|学院|	:zhengzhi|xueyuan|
政治|工作|	:zhengzhi|gongzuo|
政治|思想|	:zhengzhi|sixiang|
政治|思想|工作|	:zhengzhi|sixiang|gongzuo|
政治|教育|	:zhengzhi|jiaoyu|
政治|文明|	:zhengzhi|wenming|
政治|理论|	:zhengzhi|lilun|
政治|经济|	:zhengzhi|jingji|
政治|经济学|	:zhengzhi|jingjixue|
政治|论文|	:zhengzhi|lunwen|
政法|学院|	:zhengfa|xueyuan|
故宫|博物馆|	:gugong|bowuguan|
故意|杀人|	:guyi|sharen|
效果|很好|	:xiaoguo|henhao|
敏感|区域|	:mingan|quyu|
敏感|数据|	:mingan|shuju|
救命|水|	:jiuming|shui|
救命|稻草|	:jiuming|daocao|
救命|钱|	:jiuming|qian|
教务|管理|	:jiaowu|guanli|
教学|光盘|	:jiaoxue|guangpan|
教学|内容|	:jiaoxue|neirong|
教学|大纲|	:jiaoxue|dagang|
教学|工作|	:jiaoxue|gongzuo|
教学|成果|	:jiaoxue|chengguo|
教学|改革|	:jiaoxue|gaige|
教学|效果|	:jiaoxue|xiaoguo|
教学|方法|	:jiaoxue|fangfa|
教学|活动|	:jiaoxue|huodong|
教学|目标|	:jiaoxue|mubiao|
教学|研究|	:jiaoxue|yanjiu|
教学|策略|	:jiaoxue|celue|
教学|管理|	:jiaoxue|guanli|
教学|经验|	:jiaoxue|jingyan|
教学|网站|	:jiaoxue|wangzhan|
教学|计划|	:jiaoxue|jihua|
教学|论文|	:jiaoxue|lunwen|
教学|设备|	:jiaoxue|shebei|
教学|课件|	:jiaoxue|kejian|
教学|质量|	:jiaoxue|zhiliang|
教学|资源|	:jiaoxue|ziyuan|
教学|资源网|	:jiaoxue|ziyuanwang|
教学|软件|	:jiaoxue|ruanjian|
教学|过程|	:jiaoxue|guocheng|
教师|职业|	:jiaoshi|zhiye|
教师|论文|	:jiaoshi|lunwen|
教材|内容|	:jiaocai|neirong|
教材|建设|	:jiaocai|jianshe|
教案|设计|	:jiaoan|sheji|
教程|下载|	:jiaocheng|xiaz|
教程|下载|	:jiaocheng|xiazai|
教程|下载|	:jiaocheng|xiazhai|
教育|出版社|	:jiaoyu|chubanshe|
教育|周刊|	:jiaoyu|zhoukan|
教育|在线|	:jiaoyu|zaixian|
教育|培训|	:jiaoyu|peixun|
教育|培训网|	:jiaoyu|peixunwang|
教育|基金|	:jiaoyu|jijn|
教育|基金|	:jiaoyu|jijin|
教育|学院|	:jiaoyu|xueyuan|
教育|孩子|	:jiaoyu|haizi|
教育|工作|	:jiaoyu|gongzuo|
教育|改革|	:jiaoyu|gaige|
教育|教学|	:jiaoyu|jiaoxue|
教育|教学|工作|	:jiaoyu|jiaoxue|gongzuo|
教育|教学|资源|	:jiaoyu|jiaoxue|ziyuan|
教育|文化部|	:jiaoyu|wenhuabu|
教育|新闻|	:jiaoyu|xingwen|
教育|新闻|	:jiaoyu|xinwe|
教育|新闻|	:jiaoyu|xinweng|
教育|新闻|	:jiaoyu|xiwen|
教育|新闻|	:jiaoyu|xinwen|
教育|活动|	:jiaoyu|huodong|
教育|电视台|	:jiaoyu|dianshitai|
教育|硕士|	:jiaoyu|shuoshi|
教育|管理|	:jiaoyu|guanli|
教育|系统|	:jiaoyu|xitong|
教育|网站|	:jiaoyu|wangzhan|
教育|训练|	:jiaoyu|xunlian|
教育|论坛|	:jiaoyu|luntan|
教育|课程|	:jiaoyu|kecheng|
教育|质量|	:jiaoyu|zhiliang|
教育|资源|	:jiaoyu|ziyuan|
教育|资源网|	:jiaoyu|ziyuanwang|
教育部|留学|	:jiaoyubu|liuxue|
教育部|研究生|工作|办公室|	:jiaoyubu|yanjiusheng|gongzuo|bangongshi|
教育部|考试中心|	:jiaoyubu|kaoshizhongxin|
散文|随笔|	:sanwen|suibi|
敦煌|机场|	:dunhuang|jichang|
敦煌|火车站|	:dunhuang|huochezhan|
数字|万用表|	:shuzi|wanyongbiao|
数字|信号|	:shuzi|xinhao|
数字|信号|处理|	:shuzi|xinhao|chuli|
数字|卫星接收机|	:shuzi|weixingjieshouji|
数字|图书馆|	:shuzi|tushuguan|
数字|图像|	:shuzi|tuxiang|
数字|娱乐|	:shuzi|yule|
数字|家庭|	:shuzi|jiating|
数字|控制|	:shuzi|kongzhi|
数字|滤波器|	:shuzi|lvboqi|
数字|相机|	:shuzi|xiangji|
数字|签名|	:shuzi|qianming|
数字|视频|	:shuzi|shiping|
数字|视频|	:shuzi|shipin|
数字|计算机|	:shuzi|jisuanji|
数字|证书|	:shuzi|zhengshu|
数字|通信|	:shuzi|tongxin|
数字|键盘|	:shuzi|jianpan|
数字|集团|电话|	:shuzi|jituan|dianhua|
数字|音频|	:shuzi|yinpin|
数字|高清|	:shuzi|gaoqing|
数学|教学|	:shuxue|jiaoxue|
数学|教师|	:shuxue|jiaoshi|
数学|教案|	:shuxue|jiaoan|
数学|模型|	:shuxue|moxing|
数学|知识|	:shuxue|zhishi|
数学|试卷|	:shuxue|shijuan|
数学|课件|	:shuxue|kejian|
数学|课程|	:shuxue|kecheng|
数据|业务|	:shuju|yewu|
数据|丢失|	:shuju|diushi|
数据|交换|	:shuju|jiaohuan|
数据|仓库|	:shuju|cangku|
数据|传输|	:shuju|chuanshu|
数据|修复|	:shuju|xiufu|
数据|压缩|	:shuju|yasuo|
数据|同步|	:shuju|tongbu|
数据|处理|	:shuju|chuli|
数据|备份|	:shuju|beifen|
数据库|开发|	:shujuku|kaifa|
数据库|技术|	:shujuku|jishu|
数据库|文件|	:shujuku|wenjian|
数据库|查询|	:shujuku|chaxun|
数据库|管理|	:shujuku|guanli|
数据库|管理|系统|	:shujuku|guanli|xitong|
数据库|系统|	:shujuku|xitong|
数据|挖掘|	:shuju|wajue|
数据|格式|	:shuju|geshi|
数据|模型|	:shuju|moxing|
数据线|驱动|	:shujuxian|qudo|
数据线|驱动|	:shujuxian|qudon|
数据线|驱动|	:shujuxian|qudong|
数据|通信|	:shuju|tongxin|
数据|通讯|	:shuju|tongxun|
数据|采集|	:shuju|caiji|
数控|加工中心|	:shukong|jiagongzhongxin|
数控|机床|	:shukong|jichuang|
数控|机械|	:shukong|jixie|
数控|系统|	:shukong|xitong|
数控|铣床|	:shukong|xichuang|
数码|产品|	:shuma|chanpin|
数码|伴侣|	:shuma|banlv|
数码|单反|	:shuma|danfan|
数码|单反相机|	:shuma|danfanxiangji|
数码|复印机|	:shuma|fuyinji|
数码|天下|	:shuma|tianxia|
数码|广场|	:shuma|guangchang|
数码|录音笔|	:shuma|luyinbi|
数码|摄像机|	:shuma|shexiangji|
数码|摄影|	:shuma|sheying|
数码|望远镜|	:shuma|wangyuanjing|
数码|测绘|	:shuma|cehui|
数码|照片|	:shuma|zhaopian|
数码|电视|	:shuma|dianshi|
数码|相册|	:shuma|xiangce|
数码相机|伴侣|	:shumaxiangji|banlv|
数码相机|市场|	:shumaxiangji|shichang|
数码相机|报价|	:shumaxiangji|baojia|
数码|相片|	:shuma|xiangpian|
数码|科技|	:shuma|keji|
数码|科技|有限公司|	:shuma|keji|youxiangongsi|
数码|网络|	:shuma|wangluo|
数码|设备|	:shuma|shebei|
整形|医院|	:zhengxing|yiyuan|
整形|手术|	:zhengxing|shoushu|
整形|美容|	:zhengxing|meirong|
文件|传输|	:wenjian|chuanshu|
文件|传送|	:wenjian|chuansong|
文件|修复|	:wenjian|xiufu|
文件|列表|	:wenjian|liebiao|
文件|压缩|	:wenjian|yasuo|
文件|名称|	:wenjian|mingcheng|
文件|备份|	:wenjian|beifen|
文件夹|图标|	:wenjianjia|tubiao|
文件|属性|	:wenjian|shuxing|
文件|扩展名|	:wenjian|kuozhanming|
文件|批量|	:wenjian|piliang|
文件|服务器|	:wenjian|fuwuqi|
文件|格式|	:wenjian|geshi|
文件|格式转换|	:wenjian|geshizhuanhuan|
文件|系统|	:wenjian|xitong|
文件|翻译|	:wenjian|famyi|
文件|翻译|	:wenjian|faiyi|
文件|翻译|	:wenjian|fabyi|
文件|翻译|	:wenjian|fsnyi|
文件|翻译|	:wenjian|fanyi|
文件|转换|	:wenjian|zhuanhuan|
文具|礼品|	:wenju|lipin|
文化|交流|	:wenhua|jiaoliu|
文化|发展|	:wenhua|fazhan|
文化|娱乐|	:wenhua|yule|
文化|娱乐|活动|	:wenhua|yule|huodong|
文化|学术|	:wenhua|xueshu|
文化|广场|	:wenhua|guangchang|
文化|建设|	:wenhua|jianshe|
文化|教育|	:wenhua|jiaoyu|
文化|生活|	:wenhua|shenghuo|
文化|礼品|	:wenhua|lipin|
文化|网站|	:wenhua|wangzhan|
文化|艺术|	:wenhua|yishu|
文化|艺术|交流|	:wenhua|yishu|jiaoliu|
